species_name,genus,tribe,haplochromine,water_system,lm_ecology,mouthbrooder,depth,piscivore,precaudal_count,caudal_count,total_count,ln_pc_ln_c,aspect_ratio,ln_length_ln_width,ln_ant_length_ln_width,ln_post_length_ln_width,n_count
Lepidiolamprologus meeli,Lepidiolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.708050201,2.890371758,3.496507561,-0.182321557,3.371678549,1.215410707,0.045120507,0.850268281,1
Lepidiolamprologus mimicus,Lepidiolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,piscivore,2.759681018,2.970085626,3.563799325,-0.210404608,3.883876311,1.354842358,0.068812639,1.036407391,10
Lepidiolamprologus nkambae,Lepidiolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,piscivore,2.708050201,2.944438979,3.526360525,-0.236388778,4.211947974,1.437925242,0.191223518,1.105574816,1
Lepidiolamprologus profundicola,Lepidiolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,piscivore,2.7801668,3.001831044,3.590368682,-0.221664244,3.665132497,1.297521595,0.036447827,0.973104168,8
"Lepidiolamprologus sp. ""meeli kipili""",Lepidiolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,piscivore,2.708050201,2.981077047,3.547065908,-0.273026845,4.305882559,1.459371305,0.150823269,1.146741043,7
Lestradea perspicax,Lestradea,Ectodini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,non-piscivore,2.796838571,2.970085626,3.580701851,-0.173247055,3.627964753,1.288058438,0.089049709,0.938374358,10
Lestradea stappersii,Lestradea,Ectodini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,pelagic,non-piscivore,2.820741799,2.954697638,3.583441748,-0.133955839,4.129862112,1.418110586,0.181971318,1.082603527,10
Lethrinops albus,Lethrinops,Haplochromini,Haplochromine,Lake Malawi,Deep Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.564949357,2.861792551,3.417592293,-0.296843194,2.599629024,0.950006627,-0.140783928,0.671800435,2
Lethrinops auritus,Lethrinops,Haplochromini,Haplochromine,Lake Malawi,Deep Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.564949357,2.890371758,3.433987204,-0.3254224,2.274622689,0.820758804,-0.304244899,0.505974383,2
Lethrinops furcifer,Lethrinops,Haplochromini,Haplochromine,Lake Malawi,Deep Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.564949357,2.944438979,3.465735903,-0.379489622,2.404374254,0.877289684,-0.272899948,0.514414924,1
Lethrinops gossei,Lethrinops,Haplochromini,Haplochromine,Lake Malawi,Deep Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.63905733,2.890371758,3.465735903,-0.251314428,2.150444185,0.765586209,-0.357540727,0.413637108,2
Lethrinops lethrinus,Lethrinops,Haplochromini,Haplochromine,Lake Malawi,Deep Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.524928004,2.861792551,3.401197382,-0.336864547,2.487327767,0.911172276,-0.148111168,0.513949572,2
Lethrinops macrophthalmus,Lethrinops,Haplochromini,Haplochromine,Lake Malawi,Deep Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.63905733,2.890371758,3.465735903,-0.251314428,3.043382579,1.112969587,-0.088774866,0.778071138,1
Lichnochromis acuticeps,Lichnochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,piscivore,2.564949357,2.944438979,3.465735903,-0.379489622,2.887187307,1.060282778,-0.05785281,0.677162461,1
Limbochromis robertsi,Limbochromis,Chromidotilapiini,Other,Riverine,not_applicable,biparental_mouthbrooder,demersal,non-piscivore,2.508448623,2.68775818,3.295836866,-0.179309557,2.859794997,1.049993498,-0.025148634,0.653264003,17
Limnochromis abeelei,Limnochromis,Limnochromini,Other,Lake Tanganyika,not_applicable,biparental_mouthbrooder,demersal,non-piscivore,2.694251627,2.89577848,3.493430396,-0.201526853,3.130024677,1.140337392,-0.020395144,0.785205996,10
Limnochromis auritus,Limnochromis,Limnochromini,Other,Lake Tanganyika,not_applicable,biparental_mouthbrooder,demersal,non-piscivore,2.666654478,2.911998646,3.49035323,-0.245344168,2.949982172,1.08028663,-0.093007901,0.73929809,10
Limnochromis staneri,Limnochromis,Limnochromini,Other,Lake Tanganyika,not_applicable,biparental_mouthbrooder,demersal,non-piscivore,2.659755191,2.86144593,3.459386163,-0.201690739,2.591134298,0.951853858,-0.156992311,0.576583954,10
Limnotilapia dardennii,Limnotilapia,Tropheini,Haplochromine,Lake Tanganyika,not_applicable,maternal_mouthbrooder,demersal,non-piscivore,2.759681018,2.895469361,3.523375228,-0.135788343,2.733735731,1.005064356,-0.264643014,0.690240299,10
Lobochilotes labiatus,Lobochilotes,Tropheini,Haplochromine,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.692718452,2.845915214,3.465735903,-0.153196762,2.471318172,0.904229113,-0.136088772,0.491306736,9
Lufubuchromis relictus,Lufubuchromis,Basal Haplochromini,Haplochromine,Riverine,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.751075882,3.355598723,-0.186126524,2.687139954,0.988427552,-0.201710948,0.639455034,3
Maylandia lanisticola,Maylandia,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.772588722,3.401197382,-0.133531393,2.482708723,0.909350191,-0.302046044,0.570492549,1
Maylandia zebra,Maylandia,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.678481828,2.758479475,3.412749214,-0.079997647,2.650494111,0.971824639,-0.283557775,0.643896169,14
Mbipia mbipi,Mbipia,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.564949357,2.890371758,3.433987204,-0.3254224,2.617379522,0.962173635,-0.362773452,0.663283712,1
Mchenga eucinostomus,Mchenga,Haplochromini,Haplochromine,Lake Malawi,Utaka,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.944438979,3.496507561,-0.30538165,3.313270509,1.197935771,-0.094543521,0.885278273,1
Mchenga inornata,Mchenga,Haplochromini,Haplochromine,Lake Malawi,Utaka,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.944438979,3.496507561,-0.30538165,3.449637622,1.238260614,0.010416307,0.897092846,2
Melanchromis simulans,Melanochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.708050201,2.772588722,3.433987204,-0.064538521,3.47033661,1.244251595,0.065833519,0.883236996,2
Melanochromis auratus,Melanochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.698194077,2.823562339,3.456525269,-0.125368262,3.121504471,1.135156255,-0.094781936,0.804529698,7
Melanochromis chipokae,Melanochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.673553765,2.802901033,3.433987204,-0.129347268,3.089312881,1.126274804,-0.091008984,0.786414079,2
Melanochromis loriae,Melanochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.708050201,2.772588722,3.433987204,-0.064538521,2.972240922,1.086874356,-0.176083595,0.765815701,4
Melanochromis melanopterus,Melanochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.708050201,2.813005137,3.455153003,-0.104954936,3.350380916,1.207604579,-0.00463378,0.859642329,6
Melanochromis robustus,Melanochromis,Haplochromini,Haplochromine,Lake Malawi,Mbuna,maternal_mouthbrooder,benthopelagic,non-piscivore,2.63905733,2.833213344,3.433987204,-0.194156014,2.482211844,0.909150035,-0.289932579,0.553225715,1
Microdontochromis rotundiventralis,Microdontochromis,Ectodini,Other,Lake Tanganyika,not_applicable,biparental_mouthbrooder,demersal,non-piscivore,2.516226866,3.03453739,3.502386285,-0.518310524,3.616362407,1.285259505,0.043240218,0.953325336,10
Microdontochromis tenuidentata,Microdontochromis,Ectodini,Other,Lake Tanganyika,not_applicable,maternal_mouthbrooder,benthopelagic,non-piscivore,2.631646532,3.048740599,3.555266395,-0.417094067,3.864568705,1.351575872,0.019748796,1.050825483,10
Mylochromis anaphyrmus,Mylochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.564949357,2.917405369,3.449861554,-0.352456011,2.698666203,0.98543079,-0.110963019,0.592979081,2
Mylochromis balteatus,Mylochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.564949357,2.890371758,3.433987204,-0.3254224,2.446544682,0.894676695,-0.216097804,0.529066394,1
Mylochromis formosus,Mylochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,piscivore,2.708050201,2.917405369,3.511434043,-0.209355167,3.391713328,1.221145266,-0.115640205,0.931421155,2
Mylochromis guentheri,Mylochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.645956617,2.844298406,3.443511814,-0.198341789,2.663494964,0.978379725,-0.218079351,0.641256405,10
Mylochromis labidodon,Mylochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.614354672,2.908394165,3.465735903,-0.294039493,3.039830636,1.111323187,-0.168227027,0.797163338,3
Mylochromis melanonotus,Mylochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,piscivore,2.564949357,2.944438979,3.465735903,-0.379489622,2.522802408,0.92537035,-0.278134176,0.577150104,1
Mylochromis mola,Mylochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.524928004,2.917405369,3.433987204,-0.392477365,2.564064336,0.941137476,-0.205700227,0.576744241,2
Mylochromis obtusus,Mylochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.63905733,2.890371758,3.465735903,-0.251314428,2.393432721,0.87272862,-0.423881703,0.556079573,1
Mylochromis plagiotaenia,Mylochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.564289942,2.877669888,3.426700577,-0.313379946,2.750547317,1.011411594,-0.164018394,0.662683545,9
Mylochromis semipalatus,Mylochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.63905733,2.944438979,3.496507561,-0.30538165,2.443243693,0.89332262,-0.290772066,0.536207713,2
Mylochromis sphaerodon,Mylochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,non-piscivore,2.589652015,2.907363767,3.454480282,-0.317711753,2.5075158,0.91679087,-0.234863447,0.566446582,3
Mylochromis spilostichus,Mylochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,piscivore,2.708050201,2.995732274,3.555348061,-0.287682072,3.405535477,1.225402189,-0.078625936,0.913912872,1
Naevochromis chrysogaster,Naevochromis,Haplochromini,Haplochromine,Lake Malawi,Shallow Benthic,maternal_mouthbrooder,demersal,piscivore,2.63905733,2.833213344,3.433987204,-0.194156014,2.685451209,0.987596666,-0.236931442,0.639616921,2
Nanochromis consortus,Nanochromis,Chromidotilapiini,Other,Riverine,not_applicable,substrate_brooder,demersal,non-piscivore,2.564949357,2.772588722,3.36729583,-0.207639365,3.791331138,1.332717181,0.107616834,0.987897452,1
Nanochromis dimidiatus,Nanochromis,Chromidotilapiini,Other,Riverine,not_applicable,substrate_brooder,demersal,non-piscivore,2.552178577,2.582051197,3.260780173,-0.029872621,3.202477175,1.162930934,-0.08470862,0.832933395,13
Nanochromis gabonicus,Nanochromis,Chromidotilapiini,Other,Riverine,not_applicable,substrate_brooder,demersal,non-piscivore,2.48490665,2.708050201,3.295836866,-0.223143551,3.580257904,1.275434838,-0.083304585,0.998656307,1
Nanochromis nudiceps,Nanochromis,Chromidotilapiini,Other,Riverine,not_applicable,substrate_brooder,demersal,non-piscivore,2.637352296,2.751075882,3.389896864,-0.113723586,3.201930764,1.148287147,-0.060914434,0.819114659,3
Nanochromis parilus,Nanochromis,Chromidotilapiini,Other,Riverine,not_applicable,substrate_brooder,demersal,non-piscivore,2.61126684,2.715560722,3.358523,-0.104293882,3.687527529,1.293280854,0.093197039,0.936211991,8
Nanochromis splendens,Nanochromis,Chromidotilapiini,Other,Riverine,not_applicable,substrate_brooder,demersal,non-piscivore,2.557672748,2.719784478,3.33539463,-0.16211173,4.183067176,1.43016816,0.180858643,1.097678396,11
Nanochromis transvestitus,Nanochromis,Chromidotilapiini,Other,Riverine,not_applicable,substrate_brooder,demersal,non-piscivore,2.543119528,2.585160623,3.258096538,-0.042041094,3.442819588,1.232447572,0.119865804,0.853125565,11
Nanochromis wickleri,Nanochromis,Chromidotilapiini,Other,Riverine,not_applicable,substrate_brooder,demersal,non-piscivore,2.602003344,2.740319462,3.36729583,-0.138316118,3.423043773,1.230517977,0.004071289,0.90112397,2
"Neochromis sp. ""Kiryowa""",Neochromis,Haplochromini,Haplochromine,Lake Victoria,not_applicable,maternal_mouthbrooder,data_deficient,data_deficient,2.564949357,2.890371758,3.433987204,-0.3254224,2.45192325,0.896872717,-0.336971995,0.568472555,1
Neolamprologus bifasciatus,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.631646532,2.911998646,3.4749674,-0.280352114,3.123776387,1.138704955,-0.01535072,0.764296933,10
Neolamprologus boulengeri,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.666654478,2.928218813,3.499492858,-0.261564335,3.680122804,1.301075741,0.114728588,0.939617067,10
Neolamprologus brevis,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.654389079,2.914401634,3.486148265,-0.260012555,2.795522803,1.027188539,-0.18277791,0.675584051,9
Neolamprologus brichardi,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.708050201,2.838929185,3.468813069,-0.130878984,2.889790191,1.060471908,-0.241844416,0.749810588,10
Neolamprologus buescheri,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.631646532,2.89577848,3.465735903,-0.264131948,3.761241886,1.324501146,0.167951553,0.950567665,10
Neolamprologus calliurus,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.680453053,2.911998646,3.496507561,-0.231545594,2.922156189,1.070710763,-0.241484481,0.758395204,10
Neolamprologus cancellatus,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.63905733,2.995732274,3.526360525,-0.356674944,4.17647865,1.428690166,0.199097496,1.102909833,2
Neolamprologus caudopunctatus,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.630623512,2.884655917,3.459288459,-0.254032404,2.947087367,1.080389946,-0.198510459,0.758312993,10
Neolamprologus chitamwebwai,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.694251627,2.844645027,3.465638199,-0.1503934,3.348294699,1.208196116,-0.014411862,0.866115959,10
Neolamprologus christyi,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.737837211,2.889658406,3.510073845,-0.151821195,3.277294985,1.185720271,-0.071545091,0.866124756,13
Neolamprologus crassus,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.701150914,2.815025958,3.453036423,-0.113875044,3.090764491,1.128267619,-0.17551983,0.817662922,10
Neolamprologus cylindricus,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.759681018,2.895469361,3.523288686,-0.135788343,3.97047369,1.377722446,0.126789946,1.045380201,10
Neolamprologus devosi,Neolamprologus,Lamprologini,Other,Riverine,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.617883623,2.944042704,3.487715659,-0.326159081,3.822864088,1.340844139,0.101313252,1.006658192,7
Neolamprologus falcicula,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.680453053,2.867199273,3.471890235,-0.186746221,3.025763255,1.106208196,-0.1108607,0.761928633,10
Neolamprologus fasciatus,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,piscivore,2.564949357,2.995732274,3.496507561,-0.430782916,3.675340244,1.301213256,0.137208216,0.93364472,10
Neolamprologus furcifer,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.648913454,2.969887489,3.515571315,-0.320974035,3.474017162,1.24454525,0.046981363,0.901239555,14
Neolamprologus gracilis,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.746773314,2.844645027,3.49035323,-0.097871713,3.324736963,1.201187836,-0.069585716,0.876124186,5
Neolamprologus helianthus,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.680453053,2.85607671,3.465735903,-0.175623657,2.97379292,1.088753993,-0.121949896,0.743425621,5
Neolamprologus leleupi,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.708050201,2.811849734,3.454827323,-0.103799533,3.144249182,1.145233773,-0.080311707,0.810352688,3
Neolamprologus leloupi,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.572360155,2.933625535,3.462561033,-0.36126538,3.489546276,1.248441733,0.007824435,0.913692409,10
Neolamprologus longior,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.701150914,2.878940075,3.487276064,-0.177789161,3.773625184,1.326880037,0.088497254,0.99148797,10
Neolamprologus marunguensis,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.707159331,2.808963495,3.453036423,-0.101804164,2.756300228,1.013626853,-0.239675235,0.689335449,5
Neolamprologus meeli,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.669720828,2.920409103,3.496507561,-0.250688275,3.405183366,1.223925576,0.056052489,0.855188786,9
Neolamprologus modestus,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.76613487,2.901185202,3.529259278,-0.135050332,2.933053677,1.075364031,-0.163991918,0.744954213,10
Neolamprologus mondabu,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,piscivore,2.708050201,2.877546324,3.48996184,-0.169496123,3.429072649,1.231941374,0.003658655,0.896390795,10
Neolamprologus multifasciatus,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.556945087,2.838582565,3.401086209,-0.281637478,3.030178643,1.10845251,-0.06235074,0.742071472,10
Neolamprologus mustax,Neolamprologus,Lamprologini,Other,Lake Tanganyika,not_applicable,substrate_brooder,benthopelagic,non-piscivore,2.659755191,2.867508392,3.462561033,-0.207753201,2.765902276,1.017019157,-0.234817004,0.685959285,10
